"Valimissündmus";"Jaoskonna number";"KOV või linnaosa";"Valimisringkond";"Jaoskonnas saavad hääletada ka teise ringkonda kuuluvad valijad";"Jaoskond korraldab kodus hääletamist";"Ära näita jaoskonda kaardirakendusel";"Jaoskonna telefoninumber";"E-posti aadress";"Valimiskasti koju tellimise telefoninumber";"Asukoha nimetus";"address";"Ligipääsetavus on olemas";"Info ligipääsetavuse kohta";"Valimispäev või eelhääletamine";"Kellaajad";"Valimispäev või eelhääletamise päev"
"RK_2023";"4";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887150";"info@narva.ee";"003723599019";"Geneva Kontserdimaja";"Võidu prospekt 2, Narva linn, Ida-Viru maakond";"true";"Sissepääsu juures on kaldtee. Hoone juures on parkla ja lähedal on ühistranspordi peatused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887151";"info@narva.ee";"003723599019";"Kultuurimaja Rugodiv";"A. Puškini tn 8, Narva linn, Ida-Viru maakond";"true";"Sissepääsu juures on kaldtee. Hoone juures on parkla ja lähedal on ühistranspordi peatused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887151";"info@narva.ee";"003723599019";"Kultuurimaja Rugodiv";"A. Puškini tn 8, Narva linn, Ida-Viru maakond";"true";"Sissepääsu juures on kaldtee. Hoone juures on parkla ja lähedal on ühistranspordi peatused.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"6";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887152";"info@narva.ee";"003723599019";"Narva Pähklimäe Gümnaasium";"Pähklimäe tn 3, Narva linn, Ida-Viru maakond";"true";"Ratastooli ja lapsevankriga ligipääs puudub. Hoone juures on võimalik parkida ja lähedal on ühistranspordi peatused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"6";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887152";"info@narva.ee";"003723599019";"Narva Pähklimäe Gümnaasium";"Pähklimäe tn 3, Narva linn, Ida-Viru maakond";"true";"Ratastooli ja lapsevankriga ligipääs puudub. Hoone juures on võimalik parkida ja lähedal on ühistranspordi peatused.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"7";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887153";"info@narva.ee";"003723599019";"Narva Spordikeskus";"Rakvere tn 22d, Narva linn, Ida-Viru maakond";"true";"Sissepääsu juures on kaldtee. Hoone juures on parkla ja lähedal on ühistranspordi peatused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"7";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887153";"info@narva.ee";"003723599019";"Narva Spordikeskus";"Rakvere tn 22d, Narva linn, Ida-Viru maakond";"true";"Sissepääsu juures on kaldtee. Hoone juures on parkla ja lähedal on ühistranspordi peatused.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"8";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887154";"info@narva.ee";"003723599019";"Narva Paemurru Spordikooli lauatennisehall";"Fama tn 2, Narva linn, Ida-Viru maakond";"true";"Ratastooli ja lapsevankriga ligipääs puudub. Hoone juures on võimalik parkida ja lähedal on ühistranspordi peatused.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"8";"Narva linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887154";"info@narva.ee";"003723599019";"Narva Paemurru Spordikooli lauatennisehall";"Fama tn 2, Narva linn, Ida-Viru maakond";"true";"Ratastooli ja lapsevankriga ligipääs puudub. Hoone juures on võimalik parkida ja lähedal on ühistranspordi peatused.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887155";"sirje.neeme@narva-joesuu.ee";"0037258887155";"Narva-Jõesuu Noortekeskus";"Kesk tn 3, Narva-Jõesuu linn, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs olemas.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887155";"sirje.neeme@narva-joesuu.ee";"0037258887155";"Narva-Jõesuu Noortekeskus";"Kesk tn 3, Narva-Jõesuu linn, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs on olemas.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887156";"angelinaspost@gmail.com";"0037258887156";"Endine Vaivara vallamaja";"Pargi tn 2, Sinimäe alevik, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs on olemas.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887156";"angelinaspost@gmail.com";"0037258887156";"Endine Vaivara vallamaja.";"Pargi tn 2, Sinimäe alevik, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs olemas.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887157";"olginark@vaivara.ee";"0037258887157";"Olgina Rahvamaja";"Narva mnt 12, Olgina alevik, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs on olemas.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Narva-Jõesuu linn";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887157";"olginark@vaivara.ee";"0037258887157";"Olgina Rahvamaja";"Narva mnt 12, Olgina alevik, Narva-Jõesuu linn, Ida-Viru maakond";"true";"Ligipääs on olemas.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Sillamäe linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887158";"info@sillamaekultuur.ee";"0037258887158";"Sillamäe Kultuurikeskus";"Kesk tn 24, Sillamäe linn, Ida-Viru maakond";"true";"Jaoskond asub esimesel korrusel, hääletamisruum on ligipääsetav kõikidele valijatele, hoone juures on parkla, hoone lähedal on ühistranspordi peatus.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Sillamäe linn";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887158";"info@sillamaekultuur.ee";"0037258887158";"Sillamäe Kultuurikeskus";"Kesk tn 24, Sillamäe linn, Ida-Viru maakond";"true";"Jaoskond asub esimesel korrusel, hääletamisruum on ligipääsetav kõikidele valijatele, hoone juures on parkla, hoone lähedal on ühistranspordi peatus.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887159";"lenne63@hot.ee";"0037258887159";"Toila seltsimaja";"Pikk tn 41, Toila alevik, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"true";"true";"false";"0037258887159";"lenne63@hot.ee";"0037258887159";"Toila seltsimaja";"Pikk tn 41, Toila alevik, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887160";"signe.myyr@toila.ee";"0037258887160";"Voka raamatukogu";"Narva mnt 2, Voka alevik, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatakse kõikidele valijatele";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887160";"signe.myyr@toila.ee";"0037258887160";"Voka raamatukogu";"Narva mnt 2, Voka alevik, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatakse kõikidele valijatele";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887161";"hannes.lumiste@toila.ee";"0037258887161";"Järve noortekeskus";"Järve küla 10, Järve küla, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887161";"hannes.lumiste@toila.ee";"0037258887161";"Järve noortekeskus";"Järve küla 10, Järve küla, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887162";"ylle.aul@gmail.com";"0037258887162";"Kohtla-Nõmme Kool";"Kooli tn 6, Kohtla-Nõmme alev, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Toila vald";"Valimisringkond nr 7 – Ida-Virumaa";"false";"true";"false";"0037258887162";"ylle.aul@gmail.com";"0037258887162";"Kohtla-Nõmme Kool";"Kooli tn 6, Kohtla-Nõmme alev, Toila vald, Ida-Viru maakond";"true";"Ligipääsetavus tagatud kõikidele valijatele";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887179";"kaja.reinberg@jarva.ee";"0037253040980";"Järva-Jaani teeninduskeskus";"Pikk tn 56, Järva-Jaani alev, Järva vald, Järva maakond";"true";"Hääletamisruumi pääseb ratastooliga ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887179";"kaja.reinberg@jarva.ee";"0037253040980";"Järva-Jaani teeninduskeskus";"Pikk tn 56, Järva-Jaani alev, Järva vald, Järva maakond";"true";"Hääletamisruumi pääseb ratastooliga ja lapsevankriga.";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887179";"kaja.reinberg@jarva.ee";"0037253040980";"Peetri Kooli hoone";"Kesktee 11, Peetri alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"2";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887180";"tea.loodis@jarva.ee";"0037253040980";"Albu rahvamaja";"Ojaküla tee 1, Albu küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"2";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887180";"tea.loodis@jarva.ee";"0037253040980";"Ambla kultuurimaja";"Pikk tn 15, Ambla alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"2";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887180";"tea.loodis@jarva.ee";"0037253040980";"Aravete raamatukogu";"Piibe mnt 21/2, Aravete alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887180";"tea.loodis@jarva.ee";"0037253040980";"Aravete raamatukogu";"Piibe mnt 21/2, Aravete alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887181";"elle.saks@jarva.ee";"0037253040980";"Koeru teeninduskeskus";"Paide tee 5, Koeru alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887181";"elle.saks@jarva.ee";"0037253040980";"Koeru teeninduskeskus";"Paide tee 5, Koeru alevik, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887182";"anne.uus@jarva.ee";"0037253040980";"Koigi  teeninduskeskus";"Mõisavahe tee 9, Koigi küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887182";"anne.uus@jarva.ee";"0037253040980";"Koigi teeninduskeskus";"Mõisavahe tee 9, Koigi küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"4";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887182";"anne.uus@jarva.ee";"0037253040980";"Päinurme rahvamaja";"Meierei tn 6, Päinurme küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"5";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887183";"kristi.laane@jarva.ee";"";"Imavere teeninduskeskus";"Viljandi mnt 11, Imavere küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Järva vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887183";"kristi.laane@jarva.ee";"";"Imavere teeninduskeskus";"Viljandi mnt 11, Imavere küla, Järva vald, Järva maakond";"true";"Sissepääs võimalik ratastooli ja lapsevankriga.";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"1";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887367";"raabusliisi@gmail.com";"0037258887367";"Abja Kultuurimaja";"Pärnu mnt 28, Abja-Paluoja linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"1";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887367";"raabusliisi@gmail.com";"0037258887367";"Abja Kultuurimaja";"Pärnu mnt 28, Abja-Paluoja linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887368";"katrintukk@gmail.com";"0037258887368";"Halliste Rahvamaja";"Klubi tn 5, Halliste alevik, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"2";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887368";"katrintukk@gmail.com";"0037258887368";"Halliste Rahvamaja";"Klubi tn 5, Halliste alevik, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887369";"elerin.oovel@gmail.com";"0037258887369";"Karksi-Nuia Kultuurikeskus";"Viljandi mnt 1, Karksi-Nuia linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887369";"elerin.oovel@gmail.com";"0037258887369";"Karksi-Nuia Kultuurikeskus";"Viljandi mnt 1, Karksi-Nuia linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887370";"silvia.kuusk@gmail.com";"0037258887370";"Mõisaküla linnavalitsuse hoone";"Kesk tn 4, Mõisaküla linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"4";"Mulgi vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887370";"silvia.kuusk@gmail.com";"0037258887370";"Mõisaküla linnavalitsuse hoone";"Kesk tn 4, Mõisaküla linn, Mulgi vald, Viljandi maakond";"true";"Ligipääs ratastooliga, lapsevankriga";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887184";"valimised@paide.ee";"0037258887184";"Paide Muusika- ja Teatrimaja";"Pärnu tn 18, Paide linn, Paide linn, Järva maakond";"true";"Bussipeatus: Kultuurikeskus., Hääletamisruum teisel korrusel, võimalik kasutada trepil invatõstukit";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887184";"valimised@paide.ee";"0037258887184";"Paide Muusika- ja Teatrimaja";"Pärnu tn 18, Paide linn, Paide linn, Järva maakond";"true";"Bussipeatus: Kultuurikeskus. Hääletamisruum teisel korrusel, võimalik kasutada trepil invatõstukit";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"2";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887185";"valimised@paide.ee";"0037258887185";"Järvamaa Keskraamatukogu";"Lai tn 33, Paide linn, Paide linn, Järva maakond";"true";"Ratastooliga hääletamisruumi pääsemiseks vajalik helistada ette., Lähim bussipeatus: Kultuurikeskus";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887185";"valimised@paide.ee";"0037258887185";"Järvamaa Keskraamatukogu";"Lai tn 33, Paide linn, Paide linn, Järva maakond";"true";"Ratastooliga hääletamisruumi pääsemiseks vaja ette helistada, sisse pääseb hoovi poolt., Lähim bussipeatus: Kultuurikeskus";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
"RK_2023";"3";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887186";"valimised@paide.ee";"0037258887186";"Anna Vaba Aja Maja";"Kanarbiku tee 4, Anna küla, Paide linn, Järva maakond";"true";"Lähim bussipeatus: Anna või Annaristi";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"3";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887186";"valimised@paide.ee";"0037258887186";"Paide Raekoda";"Keskväljak 14, Paide linn, Paide linn, Järva maakond";"true";"Ratastooli kasutajal sissepääs Raekoja tagauksest, tuleb ette helistada., Lähim bussipeatus: Keskväljak või Kesklinn";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887186";"valimised@paide.ee";"0037258887186";"Sargvere Keskus";"Pikk tn 4, Sargvere küla, Paide linn, Järva maakond";"true";"Lähim bussipeatus: Sargvere";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"4";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887187";"valimised@paide.ee";"0037258887187";"Roosna-Alliku Rahvamaja";"Pargi tn 10, Roosna-Alliku alevik, Paide linn, Järva maakond";"true";"Lähim bussipeatus: Roosna-Alliku";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887187";"valimised@paide.ee";"0037258887187";"Roosna-Alliku Rahvamaja";"Pargi tn 10, Roosna-Alliku alevik, Paide linn, Järva maakond";"true";"Lähim bussipeatus: Roosna-Alliku";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"4";"Paide linn";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887187";"valimised@paide.ee";"0037258887187";"Viisu Rahvamaja";"Viisu mnt 4, Viisu küla, Paide linn, Järva maakond";"true";"Lähim bussipeatus: Viisu";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"1";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887371";"piret.jukk@pohja-sakala.ee";"0037258887371";"Kõo teenuskeskus";"Vallamaja, Kõo küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"1";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887371";"piret.jukk@pohja-sakala.ee";"0037258887371";"Kõo teenuskeskus";"Vallamaja, Kõo küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"1";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887371";"piret.jukk@pohja-sakala.ee";"0037258887371";"Olustvere lasteaed Piilu";"Põllu tn 4, Olustvere alevik, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"2";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887372";"kadi.soolo@pohja-sakala.ee";"0037258887372";"Kõpu külastuskeskus";"Tipu tn 1, Kõpu alevik, Põhja-Sakala vald, Viljandi maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"2";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887372";"kadi.soolo@pohja-sakala.ee";"0037258887372";"Kõpu külastuskeskus";"Tipu tn 1, Kõpu alevik, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"2";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887372";"kadi.soolo@pohja-sakala.ee";"0037258887372";"Sürgavere spordihoone";"Sürgavere tee 11, Sürgavere küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"3";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887373";"aili.adamson@pohja-sakala.ee";"0037258887373";"Suure-Jaani tervisekoda";"Pärnu tn 4, Suure-Jaani linn, Põhja-Sakala vald, Viljandi maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"3";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"true";"true";"false";"0037258887373";"aili.adamson@pohja-sakala.ee";"0037258887373";"Suure-Jaani tervisekoda";"Pärnu tn 4, Suure-Jaani linn, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-02-27 - 2023-03-04"
"RK_2023";"4";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887374";"heli.kralle@gmail.com";"0037258887374";"Tääksi kool";"Tääksi põhikool, Tääksi küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-04 - 2023-03-04"
"RK_2023";"4";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887374";"heli.kralle@gmail.com";"0037258887374";"Vastemõisa rahvamaja";"Vastemõisa rahvamaja, Vastemõisa küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"4";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887374";"heli.kralle@gmail.com";"0037258887374";"Vastemõisa rahvamaja";"Vastemõisa rahvamaja, Vastemõisa küla, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-03"
"RK_2023";"5";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887375";"angela.harm@pohja-sakala.ee";"0037258887375";"Võhma vaba aja keskus";"Kauba tn 1, Võhma linn, Põhja-Sakala vald, Viljandi maakond";"true";"";"V";"09:00 - 20:00";"2023-03-05 - 2023-03-05"
"RK_2023";"5";"Põhja-Sakala vald";"Valimisringkond nr 8 – Järva- ja Viljandimaa";"false";"true";"false";"0037258887375";"angela.harm@pohja-sakala.ee";"0037258887375";"Võhma vaba aja keskus";"Kauba tn 1, Võhma linn, Põhja-Sakala vald, Viljandi maakond";"true";"";"E";"12:00 - 20:00";"2023-03-03 - 2023-03-04"
